shipment_id,supplier_id,warehouse_name,shipment_date,delivery_date,quantity_shipped,transportation_cost,shipment_status,product_category
2170,88,Ware House E,2026-05-31,2026-06-02,92,6740,In Transit,FMCG
2171,316,Ware House E,2026-05-31,2026-06-07,78,2905,In Transit,Electronics
2172,45,Ware House C,2026-05-12,2026-05-21,6,5385,Cancelled,Electronics
2173,61,Ware House D,2026-05-24,2026-05-25,13,6346,Cancelled,Automotive
2174,380,Ware House E,2026-05-12,2026-05-15,5,9323,Delayed,Electronics
2175,195,Ware House C,2026-06-03,2026-06-09,14,3564,In Transit,Pharma
2176,42,Ware House A,2026-06-01,2026-06-05,12,6587,Cancelled,FMCG
2177,495,Ware House A,2026-05-12,2026-05-21,16,1992,In Transit,Automotive
2178,117,Ware House C,2026-05-29,2026-06-06,55,9207,In Transit,Electronics
2179,285,Ware House E,2026-05-26,2026-05-30,83,2862,Cancelled,Industrial
2180,302,Ware House D,2026-06-03,2026-06-11,91,4946,Delivered,Automotive
2181,385,Ware House E,2026-05-30,2026-06-03,68,8612,Delivered,Industrial
2182,388,Ware House B,2026-05-27,2026-06-03,94,3583,Delayed,Pharma
2183,480,Ware House E,2026-06-03,2026-06-11,24,8189,Delivered,Electronics
2184,464,Ware House C,2026-05-14,2026-05-20,100,923,In Transit,Automotive
2185,386,Ware House B,2026-05-25,2026-05-29,94,9814,Cancelled,Pharma
2186,55,Ware House A,2026-05-12,2026-05-14,17,2291,Delivered,Industrial
2187,494,Ware House E,2026-05-21,2026-05-29,73,6934,Cancelled,FMCG
2188,47,Ware House D,2026-05-18,2026-05-21,31,8241,Delivered,FMCG
2189,393,Ware House D,2026-05-17,2026-05-26,52,7705,Delivered,Automotive
2190,135,Ware House B,2026-05-25,2026-05-27,55,5975,Delayed,Industrial
2191,67,Ware House D,2026-05-26,2026-05-31,76,8644,Cancelled,Automotive
2192,312,Ware House D,2026-05-27,2026-06-03,80,2985,Delayed,Automotive
2193,157,Ware House B,2026-05-29,2026-05-30,29,300,Delivered,Electronics
2194,130,Ware House E,2026-05-13,2026-05-21,87,1484,Delivered,Electronics
2195,369,Ware House A,2026-05-24,2026-05-30,97,4568,Delayed,Industrial
2196,367,Ware House A,2026-05-22,2026-05-26,8,7817,Delayed,Electronics
2197,163,Ware House C,2026-05-11,2026-05-21,64,6475,In Transit,Automotive
2198,184,Ware House C,2026-05-31,2026-06-07,40,1640,In Transit,Industrial
2199,121,Ware House E,2026-05-10,2026-05-19,79,9882,Delayed,Industrial
2200,340,Ware House B,2026-05-29,2026-06-06,32,9923,Delivered,Automotive
2201,33,Ware House D,2026-05-15,2026-05-21,15,913,Delayed,Electronics
2202,249,Ware House C,2026-05-23,2026-05-30,63,770,Cancelled,Electronics
2203,427,Ware House D,2026-06-01,2026-06-02,70,6209,Cancelled,Electronics
2204,242,Ware House A,2026-05-23,2026-05-28,6,397,In Transit,Automotive
2205,410,Ware House A,2026-05-31,2026-06-02,10,9378,Delivered,FMCG
2206,42,Ware House D,2026-05-18,2026-05-27,34,1273,Delivered,Electronics
2207,8,Ware House D,2026-05-19,2026-05-21,58,9575,Cancelled,Automotive
2208,296,Ware House A,2026-05-20,2026-05-28,99,9852,In Transit,Pharma
2209,370,Ware House B,2026-05-25,2026-05-29,15,4363,Cancelled,Automotive
2210,34,Ware House E,2026-05-08,2026-05-17,99,9432,In Transit,Automotive
2211,389,Ware House B,2026-05-29,2026-06-07,26,2263,Cancelled,FMCG
2212,435,Ware House C,2026-06-02,2026-06-06,31,5828,Delivered,Automotive
2213,469,Ware House C,2026-05-11,2026-05-13,58,3859,Delayed,Industrial
2214,177,Ware House E,2026-05-30,2026-05-31,57,4560,Cancelled,Industrial
2215,282,Ware House D,2026-05-08,2026-05-18,93,4958,In Transit,Pharma
2216,40,Ware House B,2026-05-29,2026-06-02,67,2439,Delayed,FMCG
2217,309,Ware House C,2026-05-31,2026-06-02,57,4160,Delivered,Electronics
2218,156,Ware House C,2026-05-19,2026-05-26,56,2596,Delivered,FMCG
2219,174,Ware House B,2026-05-18,2026-05-28,14,778,Delayed,FMCG
2220,208,Ware House A,2026-05-31,2026-06-02,37,8693,Delivered,Electronics
2221,442,Ware House D,2026-05-31,2026-06-03,14,3024,Delayed,Pharma
2222,303,Ware House C,2026-05-27,2026-06-01,55,522,In Transit,Electronics
2223,458,Ware House E,2026-05-06,2026-05-12,69,7519,Cancelled,FMCG
2224,431,Ware House A,2026-05-10,2026-05-12,52,5253,Delayed,FMCG
2225,247,Ware House D,2026-06-01,2026-06-10,77,2057,Delivered,Electronics
2226,192,Ware House D,2026-05-11,2026-05-14,83,1642,Cancelled,Automotive
2227,337,Ware House A,2026-05-25,2026-05-31,76,9981,Cancelled,FMCG
2228,358,Ware House C,2026-05-07,2026-05-16,57,6396,Cancelled,Automotive
2229,491,Ware House E,2026-05-11,2026-05-16,37,7521,Delayed,FMCG
2230,251,Ware House B,2026-05-25,2026-05-28,69,7833,Delayed,FMCG
2231,43,Ware House A,2026-05-07,2026-05-11,47,7476,Delayed,Industrial
2232,121,Ware House C,2026-06-04,2026-06-07,76,4170,Delayed,Electronics
2233,434,Ware House E,2026-05-29,2026-06-01,32,4788,In Transit,Automotive
2234,453,Ware House E,2026-06-01,2026-06-04,64,1009,In Transit,Electronics
2235,290,Ware House D,2026-05-11,2026-05-14,27,3798,Delivered,Electronics
2236,410,Ware House B,2026-05-06,2026-05-10,42,2783,Cancelled,Pharma
2237,10,Ware House E,2026-05-19,2026-05-26,4,6747,Delivered,Electronics
2238,254,Ware House B,2026-05-06,2026-05-15,50,4421,Delayed,Industrial
2239,54,Ware House B,2026-05-25,2026-05-26,94,225,Cancelled,Pharma
2240,479,Ware House C,2026-05-07,2026-05-14,67,5267,Cancelled,FMCG
2241,196,Ware House B,2026-05-24,2026-06-03,82,6857,Delayed,FMCG
2242,93,Ware House D,2026-05-22,2026-05-29,36,7941,Delivered,Pharma
2243,349,Ware House E,2026-05-24,2026-05-27,70,2935,Delayed,Automotive
2244,10,Ware House E,2026-05-09,2026-05-18,87,6149,In Transit,Industrial
2245,13,Ware House D,2026-05-15,2026-05-25,56,6157,Delayed,FMCG
2246,249,Ware House B,2026-06-04,2026-06-12,54,9272,In Transit,Pharma
2247,59,Ware House C,2026-05-26,2026-06-05,73,114,Delayed,Industrial
2248,347,Ware House E,2026-05-30,2026-06-03,78,751,Cancelled,Pharma
2249,389,Ware House C,2026-05-08,2026-05-13,5,6959,Delayed,Automotive
2250,287,Ware House E,2026-05-25,2026-06-01,35,8411,Delivered,Electronics
2251,335,Ware House E,2026-05-30,2026-06-09,8,5021,Cancelled,Automotive
2252,69,Ware House B,2026-05-10,2026-05-15,96,8989,Delivered,Pharma
2253,449,Ware House B,2026-05-18,2026-05-28,8,5329,Delivered,FMCG
2254,425,Ware House C,2026-05-06,2026-05-12,60,2861,Cancelled,Pharma
2255,111,Ware House B,2026-05-19,2026-05-26,67,6979,Delivered,Pharma
2256,395,Ware House A,2026-05-22,2026-05-28,61,1303,Delivered,Industrial
2257,471,Ware House C,2026-05-30,2026-06-04,70,4571,Delivered,Automotive
2258,366,Ware House B,2026-05-30,2026-06-06,12,6782,In Transit,Pharma
2259,300,Ware House C,2026-05-15,2026-05-20,46,8612,In Transit,Pharma
2260,235,Ware House D,2026-05-18,2026-05-28,88,131,Delivered,Industrial
2261,429,Ware House C,2026-05-23,2026-05-24,94,327,Delayed,Automotive
2262,407,Ware House E,2026-05-24,2026-05-30,98,3968,Delayed,Pharma
2263,187,Ware House B,2026-05-18,2026-05-22,88,6166,Delivered,Industrial
2264,41,Ware House B,2026-05-14,2026-05-20,6,7199,Delayed,FMCG
2265,356,Ware House A,2026-05-16,2026-05-25,94,6162,Delivered,Pharma
2266,44,Ware House A,2026-05-08,2026-05-14,18,7353,Delivered,Automotive
2267,95,Ware House B,2026-06-04,2026-06-11,98,9247,Delivered,Pharma
2268,222,Ware House D,2026-05-28,2026-05-31,77,5716,Cancelled,Automotive
2269,118,Ware House D,2026-05-09,2026-05-13,77,6925,Cancelled,FMCG
2270,411,Ware House C,2026-05-20,2026-05-28,42,3539,Delayed,Pharma
2271,174,Ware House E,2026-05-25,2026-05-28,71,7759,Delivered,Electronics
2272,31,Ware House C,2026-05-23,2026-05-24,97,6142,In Transit,Pharma
2273,195,Ware House E,2026-05-09,2026-05-14,48,4075,Delayed,FMCG
2274,474,Ware House A,2026-05-12,2026-05-19,35,1409,Delayed,Pharma
2275,442,Ware House A,2026-05-31,2026-06-10,32,8494,Delivered,Automotive
2276,83,Ware House B,2026-05-10,2026-05-12,99,5702,Cancelled,Industrial
2277,33,Ware House B,2026-05-27,2026-06-04,100,2653,Cancelled,Electronics
2278,315,Ware House B,2026-05-16,2026-05-21,95,4600,Delayed,Automotive
2279,198,Ware House B,2026-05-18,2026-05-24,73,2773,Cancelled,FMCG
2280,83,Ware House D,2026-05-17,2026-05-19,5,7462,Cancelled,Automotive
2281,338,Ware House E,2026-05-06,2026-05-16,11,2303,Delivered,Electronics
2282,250,Ware House A,2026-06-01,2026-06-02,31,7795,Delivered,Electronics
2283,301,Ware House D,2026-05-29,2026-06-01,93,1545,Delayed,Automotive
2284,375,Ware House D,2026-06-03,2026-06-12,79,9083,Cancelled,Pharma
2285,405,Ware House E,2026-06-01,2026-06-06,93,5913,Delayed,FMCG
2286,468,Ware House C,2026-05-24,2026-05-30,53,1426,In Transit,Industrial
2287,143,Ware House B,2026-05-18,2026-05-24,44,661,Cancelled,Automotive
2288,46,Ware House C,2026-05-21,2026-05-28,84,9339,Delivered,Pharma
2289,243,Ware House C,2026-05-06,2026-05-13,17,7474,Delivered,Pharma
2290,222,Ware House C,2026-06-03,2026-06-07,34,2650,Delayed,Industrial
2291,72,Ware House D,2026-05-09,2026-05-17,83,424,Cancelled,Pharma
2292,177,Ware House E,2026-05-24,2026-05-26,44,4397,Cancelled,Electronics
2293,477,Ware House D,2026-05-25,2026-05-31,94,2272,Delayed,Pharma
2294,286,Ware House D,2026-05-10,2026-05-14,23,8736,Delayed,Automotive
2295,94,Ware House C,2026-05-21,2026-05-30,1,455,Delayed,Pharma
2296,117,Ware House E,2026-05-23,2026-05-27,3,9817,In Transit,FMCG
2297,419,Ware House B,2026-05-28,2026-06-06,14,6352,Delivered,Pharma
2298,258,Ware House C,2026-05-18,2026-05-20,94,5141,In Transit,Automotive
2299,344,Ware House A,2026-05-29,2026-06-03,69,9847,Cancelled,Industrial
2300,328,Ware House C,2026-05-13,2026-05-16,80,8317,Delayed,Automotive
2301,464,Ware House E,2026-05-20,2026-05-22,21,8668,In Transit,Pharma
2302,420,Ware House A,2026-05-15,2026-05-18,88,2642,Delayed,FMCG
2303,481,Ware House C,2026-05-14,2026-05-17,36,6038,Delayed,Pharma
2304,293,Ware House B,2026-05-23,2026-06-02,88,3216,In Transit,Electronics
2305,340,Ware House D,2026-06-04,2026-06-08,94,8748,In Transit,FMCG
2306,164,Ware House D,2026-05-22,2026-05-28,21,5189,Delayed,FMCG
2307,373,Ware House E,2026-05-14,2026-05-16,58,2613,Cancelled,Pharma
2308,209,Ware House C,2026-06-02,2026-06-06,69,1310,Cancelled,Automotive
2309,66,Ware House A,2026-06-04,2026-06-14,59,7361,Delivered,FMCG
2310,213,Ware House C,2026-06-04,2026-06-14,96,802,In Transit,Automotive
2311,376,Ware House B,2026-05-28,2026-06-04,21,2325,Delayed,Automotive
2312,398,Ware House A,2026-05-11,2026-05-14,39,1403,In Transit,Pharma
2313,68,Ware House D,2026-05-06,2026-05-15,31,2676,Delivered,Pharma
2314,89,Ware House C,2026-05-07,2026-05-15,69,3722,In Transit,Pharma
2315,140,Ware House A,2026-05-11,2026-05-18,27,9867,Delivered,Electronics
2316,82,Ware House A,2026-05-11,2026-05-16,85,6641,In Transit,Industrial
2317,202,Ware House D,2026-05-26,2026-05-27,100,5404,Cancelled,Automotive
2318,470,Ware House D,2026-05-14,2026-05-23,43,6345,In Transit,Electronics
2319,98,Ware House D,2026-05-12,2026-05-20,17,1903,Delayed,Pharma
2320,276,Ware House E,2026-05-19,2026-05-27,87,1292,In Transit,Pharma
2321,449,Ware House A,2026-05-21,2026-05-31,7,9441,Cancelled,Pharma
2322,64,Ware House B,2026-06-02,2026-06-10,17,1990,In Transit,Pharma
2323,90,Ware House B,2026-05-11,2026-05-15,27,202,Delivered,Industrial
2324,412,Ware House A,2026-06-04,2026-06-11,12,1838,Delayed,Pharma
2325,417,Ware House E,2026-05-25,2026-05-26,64,3517,In Transit,Pharma
2326,284,Ware House B,2026-05-13,2026-05-22,99,1069,Delivered,Automotive
2327,379,Ware House A,2026-06-03,2026-06-13,1,8256,Delivered,Pharma
2328,217,Ware House D,2026-06-04,2026-06-09,72,8846,Delivered,Automotive
2329,49,Ware House E,2026-05-28,2026-06-06,4,3072,Delivered,Industrial
2330,36,Ware House B,2026-05-26,2026-06-05,9,6109,In Transit,Electronics
2331,160,Ware House B,2026-05-12,2026-05-20,85,1204,Delayed,FMCG
2332,135,Ware House C,2026-05-29,2026-06-01,19,840,In Transit,Electronics
2333,471,Ware House B,2026-05-31,2026-06-05,83,8134,In Transit,Automotive
2334,134,Ware House A,2026-05-13,2026-05-19,75,8591,Cancelled,Industrial
2335,498,Ware House E,2026-05-27,2026-06-04,41,9527,Cancelled,Electronics
2336,349,Ware House E,2026-06-02,2026-06-05,68,4601,In Transit,Industrial
2337,160,Ware House D,2026-05-15,2026-05-22,61,9179,Cancelled,Industrial
2338,353,Ware House E,2026-05-29,2026-05-30,16,7583,Cancelled,Automotive
2339,21,Ware House C,2026-05-31,2026-06-10,79,351,Delivered,Pharma
2340,90,Ware House B,2026-06-04,2026-06-14,70,3411,Delayed,Pharma
2341,205,Ware House A,2026-06-01,2026-06-11,37,4796,Cancelled,Electronics
2342,219,Ware House E,2026-05-13,2026-05-21,46,6970,Delayed,Industrial
2343,224,Ware House C,2026-05-06,2026-05-07,86,951,Delayed,FMCG
2344,308,Ware House C,2026-05-15,2026-05-19,43,9674,Delivered,Electronics
2345,18,Ware House E,2026-05-20,2026-05-26,71,3780,Delayed,Automotive
2346,416,Ware House A,2026-05-06,2026-05-15,78,2230,Cancelled,Industrial
2347,148,Ware House E,2026-05-25,2026-05-28,33,1908,Delayed,FMCG
2348,458,Ware House A,2026-05-21,2026-05-26,46,181,Delayed,Electronics
2349,20,Ware House B,2026-05-18,2026-05-21,3,4809,Delayed,Electronics
2350,395,Ware House E,2026-06-04,2026-06-07,21,8690,Cancelled,Industrial
2351,62,Ware House C,2026-06-02,2026-06-08,44,5671,In Transit,Pharma
2352,264,Ware House B,2026-05-09,2026-05-17,71,3886,Delivered,Automotive
2353,351,Ware House B,2026-05-13,2026-05-14,58,817,Delivered,Pharma
2354,27,Ware House A,2026-06-01,2026-06-03,18,5378,Delivered,Industrial
2355,174,Ware House B,2026-06-03,2026-06-05,33,8920,Delivered,Pharma
2356,499,Ware House E,2026-05-27,2026-05-29,10,4297,Delayed,Electronics
2357,187,Ware House D,2026-05-22,2026-06-01,39,1856,Delivered,Pharma
2358,469,Ware House C,2026-05-26,2026-05-29,60,1339,Delivered,Electronics
2359,193,Ware House E,2026-05-26,2026-05-27,36,7141,Delayed,FMCG
2360,371,Ware House D,2026-05-09,2026-05-17,58,7423,Delivered,FMCG
2361,21,Ware House E,2026-05-22,2026-05-28,4,1383,In Transit,FMCG
2362,480,Ware House E,2026-06-04,2026-06-14,84,5788,In Transit,Industrial
2363,77,Ware House E,2026-06-01,2026-06-04,21,6505,Delayed,FMCG
2364,217,Ware House C,2026-05-10,2026-05-12,27,4814,Delivered,Electronics
2365,109,Ware House A,2026-06-03,2026-06-06,89,3343,In Transit,Pharma
2366,93,Ware House E,2026-05-06,2026-05-09,12,3074,Delivered,Automotive
2367,466,Ware House B,2026-05-24,2026-05-31,98,2078,Delayed,Pharma
2368,305,Ware House A,2026-05-23,2026-05-24,15,3456,Delayed,Pharma
2369,381,Ware House D,2026-05-09,2026-05-18,33,7967,In Transit,FMCG
2370,414,Ware House B,2026-05-10,2026-05-19,13,9452,Delivered,FMCG
2371,426,Ware House D,2026-05-18,2026-05-27,13,2887,In Transit,FMCG
2372,45,Ware House B,2026-05-31,2026-06-07,48,2874,In Transit,FMCG
2373,119,Ware House A,2026-05-16,2026-05-20,9,6573,Delivered,Automotive
2374,207,Ware House E,2026-05-14,2026-05-17,13,3502,Delivered,FMCG
2375,202,Ware House C,2026-05-26,2026-05-31,16,5343,In Transit,Industrial
2376,365,Ware House B,2026-05-19,2026-05-20,55,7815,Delivered,FMCG
2377,368,Ware House B,2026-05-08,2026-05-10,79,8447,Cancelled,Electronics
2378,300,Ware House D,2026-05-23,2026-05-28,77,7424,In Transit,Automotive
2379,252,Ware House C,2026-05-07,2026-05-11,82,8374,Delayed,Industrial
2380,383,Ware House E,2026-05-31,2026-06-08,49,8730,Delivered,Electronics
2381,314,Ware House C,2026-05-14,2026-05-18,16,4200,In Transit,FMCG
2382,283,Ware House C,2026-06-04,2026-06-13,34,9240,Delivered,Automotive
2383,212,Ware House A,2026-06-01,2026-06-11,83,1918,Delayed,Electronics
2384,177,Ware House A,2026-05-19,2026-05-24,75,6443,Delayed,FMCG
2385,385,Ware House A,2026-05-15,2026-05-18,49,7225,Delayed,Industrial
2386,163,Ware House B,2026-05-31,2026-06-07,94,8970,Delivered,Industrial
2387,188,Ware House A,2026-05-26,2026-05-30,47,4367,In Transit,Pharma
2388,298,Ware House B,2026-05-09,2026-05-15,16,3567,In Transit,FMCG
2389,376,Ware House A,2026-05-08,2026-05-17,36,8786,Delivered,Pharma
2390,42,Ware House C,2026-05-14,2026-05-21,20,9959,Delayed,Pharma
2391,446,Ware House C,2026-05-10,2026-05-20,73,9643,Delayed,Industrial
2392,345,Ware House C,2026-05-14,2026-05-15,18,4558,In Transit,FMCG
2393,72,Ware House B,2026-06-04,2026-06-07,51,2150,Delivered,Pharma
2394,417,Ware House D,2026-05-29,2026-06-02,37,8727,Cancelled,Automotive
2395,488,Ware House C,2026-05-14,2026-05-22,13,7855,Delivered,Electronics
2396,44,Ware House B,2026-05-08,2026-05-15,16,2814,Delayed,Electronics
2397,61,Ware House C,2026-05-24,2026-05-28,74,7749,Delayed,FMCG
2398,71,Ware House A,2026-05-15,2026-05-19,44,1563,In Transit,Pharma
2399,207,Ware House C,2026-05-09,2026-05-12,30,965,Cancelled,Industrial
2400,323,Ware House D,2026-05-13,2026-05-21,91,9749,Delivered,Electronics
2401,434,Ware House C,2026-05-26,2026-06-04,57,7741,In Transit,Pharma
2402,260,Ware House B,2026-05-11,2026-05-14,22,3979,Delivered,FMCG
2403,102,Ware House D,2026-05-07,2026-05-14,33,9844,Delayed,Electronics
2404,275,Ware House A,2026-05-07,2026-05-17,43,9064,Cancelled,Automotive
2405,5,Ware House E,2026-05-31,2026-06-08,24,6284,In Transit,Automotive
2406,265,Ware House A,2026-05-22,2026-05-31,20,9816,Cancelled,Industrial
2407,332,Ware House D,2026-05-27,2026-05-28,6,8358,In Transit,Electronics
2408,411,Ware House D,2026-05-18,2026-05-21,18,5326,Cancelled,Electronics
2409,351,Ware House C,2026-06-03,2026-06-08,19,8197,Delivered,Automotive
2410,292,Ware House D,2026-05-14,2026-05-19,28,5102,Cancelled,Electronics
2411,395,Ware House C,2026-05-28,2026-06-03,92,4765,Delayed,Automotive
2412,195,Ware House D,2026-05-31,2026-06-10,9,9476,In Transit,Pharma
2413,218,Ware House E,2026-05-29,2026-06-06,2,9146,In Transit,FMCG
2414,493,Ware House D,2026-05-19,2026-05-24,66,6889,Cancelled,Pharma
2415,257,Ware House E,2026-05-31,2026-06-10,25,161,Cancelled,Automotive
2416,481,Ware House E,2026-05-26,2026-06-02,97,707,Cancelled,FMCG
2417,72,Ware House C,2026-05-29,2026-06-03,17,9385,Delivered,Automotive
2418,259,Ware House C,2026-05-21,2026-05-24,11,2113,Delayed,Electronics
2419,445,Ware House A,2026-05-07,2026-05-17,92,3305,Delivered,Industrial
2420,379,Ware House E,2026-05-13,2026-05-23,44,954,Delivered,Industrial
2421,447,Ware House A,2026-06-03,2026-06-09,6,7541,In Transit,Automotive
2422,396,Ware House E,2026-05-17,2026-05-27,17,9204,In Transit,Electronics
2423,140,Ware House D,2026-05-19,2026-05-29,100,2746,Delivered,Pharma
2424,51,Ware House E,2026-05-13,2026-05-17,32,673,In Transit,Automotive
2425,137,Ware House A,2026-05-25,2026-05-29,7,5395,Delayed,Electronics
2426,405,Ware House A,2026-05-20,2026-05-30,24,1992,Cancelled,FMCG
2427,366,Ware House E,2026-05-22,2026-05-29,83,1883,In Transit,Electronics
2428,212,Ware House B,2026-05-06,2026-05-07,100,188,Delivered,Automotive
2429,369,Ware House B,2026-05-25,2026-05-30,69,1542,Delivered,Pharma
2430,477,Ware House D,2026-05-08,2026-05-11,66,1412,In Transit,Industrial
2431,121,Ware House C,2026-05-30,2026-06-01,42,5448,Cancelled,FMCG
2432,363,Ware House C,2026-05-10,2026-05-11,97,8796,Delivered,Automotive
2433,62,Ware House C,2026-06-04,2026-06-08,91,5847,Delayed,Automotive
2434,132,Ware House A,2026-05-06,2026-05-13,41,5281,Cancelled,Automotive
2435,189,Ware House E,2026-05-08,2026-05-18,44,2608,Delivered,FMCG
2436,232,Ware House A,2026-05-07,2026-05-11,83,5604,Delayed,FMCG
2437,188,Ware House D,2026-05-18,2026-05-20,23,165,Delivered,Pharma
2438,422,Ware House C,2026-05-31,2026-06-01,55,231,Delivered,FMCG
2439,256,Ware House D,2026-05-11,2026-05-16,57,2622,In Transit,Automotive
2440,58,Ware House D,2026-05-31,2026-06-01,63,330,Delayed,Automotive
2441,197,Ware House A,2026-05-10,2026-05-20,91,3681,Delayed,Industrial
2442,211,Ware House A,2026-05-19,2026-05-27,88,3720,Cancelled,Electronics
2443,9,Ware House D,2026-05-10,2026-05-17,72,2776,Delayed,Industrial
2444,455,Ware House B,2026-05-13,2026-05-15,26,7251,Delayed,FMCG
2445,455,Ware House B,2026-05-18,2026-05-21,66,7859,Delivered,FMCG
2446,234,Ware House D,2026-05-17,2026-05-22,55,9997,In Transit,Automotive
2447,221,Ware House E,2026-05-17,2026-05-18,23,3934,Delivered,FMCG
2448,379,Ware House E,2026-05-28,2026-06-01,68,6344,Delayed,Industrial
2449,157,Ware House B,2026-05-17,2026-05-25,94,2398,Delivered,Pharma
2450,475,Ware House C,2026-05-25,2026-06-02,83,1154,Cancelled,Pharma
2451,358,Ware House E,2026-05-16,2026-05-26,28,927,Delivered,Automotive
2452,281,Ware House E,2026-05-13,2026-05-20,39,4448,In Transit,Automotive
2453,74,Ware House B,2026-05-13,2026-05-15,1,4277,Cancelled,Electronics
2454,399,Ware House B,2026-05-11,2026-05-18,54,3611,Delayed,Industrial
2455,103,Ware House B,2026-05-29,2026-06-04,11,9814,Delayed,Pharma
2456,229,Ware House A,2026-05-21,2026-05-26,80,9204,Delayed,Industrial
2457,265,Ware House E,2026-05-11,2026-05-16,58,6612,In Transit,Industrial
2458,69,Ware House D,2026-05-27,2026-05-29,41,5528,Cancelled,Pharma
2459,89,Ware House E,2026-05-21,2026-05-28,49,9900,Cancelled,Industrial
2460,492,Ware House E,2026-06-01,2026-06-08,26,5210,In Transit,FMCG
2461,374,Ware House E,2026-05-29,2026-05-30,4,4886,Delivered,Pharma
2462,11,Ware House C,2026-06-04,2026-06-06,89,1649,Delayed,FMCG
2463,20,Ware House B,2026-05-28,2026-05-30,77,8807,Delayed,Pharma
2464,111,Ware House A,2026-05-07,2026-05-13,98,8862,Cancelled,Automotive
2465,416,Ware House B,2026-05-31,2026-06-09,6,9774,Delivered,Electronics
2466,244,Ware House A,2026-05-20,2026-05-26,54,4834,Delivered,Electronics
2467,138,Ware House A,2026-05-17,2026-05-20,97,3900,Delayed,Pharma
2468,435,Ware House B,2026-06-02,2026-06-04,57,5142,Cancelled,Electronics
2469,460,Ware House E,2026-05-22,2026-05-25,60,6764,Delivered,FMCG
2470,428,Ware House D,2026-05-28,2026-06-06,36,2355,Cancelled,Industrial
2471,122,Ware House B,2026-05-28,2026-05-31,37,3788,Delivered,Pharma
2472,60,Ware House B,2026-05-20,2026-05-21,28,8459,Cancelled,FMCG
2473,176,Ware House B,2026-05-16,2026-05-22,13,7531,In Transit,Electronics
2474,481,Ware House B,2026-05-20,2026-05-29,51,4862,Cancelled,Industrial
2475,304,Ware House D,2026-05-16,2026-05-19,36,9000,Delayed,Automotive
2476,179,Ware House B,2026-05-25,2026-05-26,73,1464,Delayed,Automotive
2477,306,Ware House C,2026-05-06,2026-05-15,82,6597,Delayed,Industrial
2478,417,Ware House C,2026-05-10,2026-05-12,90,2025,In Transit,Pharma
2479,213,Ware House E,2026-06-03,2026-06-10,63,5042,In Transit,FMCG
2480,243,Ware House A,2026-05-21,2026-05-24,90,8951,Delayed,Industrial
2481,401,Ware House E,2026-05-15,2026-05-19,64,9532,Delivered,Automotive
2482,204,Ware House D,2026-05-22,2026-05-29,27,4271,In Transit,Industrial
2483,311,Ware House D,2026-05-16,2026-05-26,15,7454,Delivered,Automotive
2484,432,Ware House A,2026-05-28,2026-06-06,68,4686,Delivered,FMCG
2485,95,Ware House D,2026-05-09,2026-05-13,94,7071,Delivered,Pharma
2486,260,Ware House B,2026-05-25,2026-05-27,42,1045,In Transit,FMCG
2487,393,Ware House D,2026-05-06,2026-05-12,99,8309,In Transit,Industrial
2488,280,Ware House C,2026-05-13,2026-05-15,32,5509,Cancelled,Electronics
2489,449,Ware House B,2026-06-04,2026-06-13,68,6198,Delivered,FMCG
2490,386,Ware House B,2026-06-03,2026-06-08,12,5088,Delivered,Automotive
2491,442,Ware House B,2026-05-10,2026-05-14,69,7695,Delayed,FMCG
2492,414,Ware House E,2026-05-19,2026-05-21,14,3141,In Transit,Industrial
2493,427,Ware House E,2026-06-03,2026-06-08,55,2588,Cancelled,Electronics
2494,335,Ware House E,2026-05-31,2026-06-05,100,7475,In Transit,Pharma
2495,81,Ware House E,2026-05-13,2026-05-16,50,5218,Delivered,FMCG
2496,6,Ware House D,2026-06-04,2026-06-06,27,2691,In Transit,FMCG
2497,83,Ware House A,2026-05-10,2026-05-15,1,5194,Cancelled,Electronics
2498,334,Ware House B,2026-05-16,2026-05-20,82,9494,Cancelled,Automotive
2499,87,Ware House A,2026-05-21,2026-05-25,5,3491,In Transit,Electronics
2500,17,Ware House B,2026-06-03,2026-06-04,6,2532,Cancelled,Pharma
2501,73,Ware House C,2026-05-16,2026-05-24,40,1005,Cancelled,Electronics
2502,461,Ware House A,2026-05-27,2026-06-01,73,4975,Delivered,Automotive
2503,370,Ware House A,2026-05-06,2026-05-11,66,7977,Cancelled,Automotive
2504,431,Ware House E,2026-06-02,2026-06-04,77,6517,Delayed,Electronics
2505,129,Ware House E,2026-05-30,2026-06-02,76,7701,Cancelled,Automotive
2506,129,Ware House E,2026-05-23,2026-05-28,35,8415,Delayed,Pharma
2507,148,Ware House C,2026-06-02,2026-06-06,24,5787,Delayed,FMCG
2508,417,Ware House A,2026-05-29,2026-06-04,62,3771,Delayed,Pharma
2509,309,Ware House C,2026-05-30,2026-06-09,42,1544,Delayed,Electronics
2510,267,Ware House A,2026-05-17,2026-05-24,20,9739,Cancelled,Automotive
2511,281,Ware House D,2026-05-11,2026-05-19,85,2928,Delayed,Electronics
2512,192,Ware House A,2026-05-28,2026-05-29,1,2761,Cancelled,Electronics
2513,396,Ware House B,2026-05-16,2026-05-19,35,8199,Delivered,FMCG
2514,210,Ware House B,2026-05-07,2026-05-15,48,3142,Delayed,Pharma
2515,306,Ware House D,2026-05-28,2026-06-06,97,6106,Delayed,Pharma
2516,323,Ware House E,2026-06-01,2026-06-11,74,6937,Cancelled,Pharma
